,Position,place_id,reviews,topics
90,91,ChIJKZPa7ea_wjsR5s1vu09cQ_A,shri gajanan maharaj select place 1984 show place dream owner hindu templ gajanan maharaj shreeman societi karvenagar small neat clean well maintain place best place devote sant gajanan maharaj peac good templ love gajanan maharajprasad avail everi thursday even nice templ peac area pleasant placeeveri thursday aarti bhajan kirtan absolut pleasur hear itbefor everi exam new initi visit mandir seek bless templ place find wisdom self actuat & construct energi flow beauti place love peac,peaceful
91,92,ChIJUQ2s2KTGwjsRBLJ5BYnP6rI,30 minut treck hill reach mandir quiet hindu templ nice view top relax give peac mindgood place look short hour visit nice view place locat lohegaon easi go u bike car easi u want trekk mountain way everywher old n peopl kid go khandoba mandir path rest trek difficult youngter best time visit earli morn n eveningand rain season day windi top u want refresh urself n want far must tri place nice place trek toilet pleasent divin experi must visit mesemer scenic beauti mountain one oldest templ lohegaon gram deiti lohegaonkar beauti hill near alway cash,"trekking, peace"
92,93,ChIJz6ZWMsLrwjsRaXtqOhlLJZ8,mahadev templ near brahma majest peac place feel divin peac sooth energi templ nav graha (nine planets) separ shani pind well radha krishna durga lord hanuman ganapathi sai baba ashram sort find anim like cat dog cow fed cow anim kept nice templ clean havan facil well pandit polit nice best thing beggar around pandit tri fool money sit tree feel love devin energi mahadev pind cover silver one beauti templ far love & well locat mandir shani templ also beauti templ extrem well maintain highli recommend visit famili also pleas donat money templ maintain costli affair peac templ mani god even aarti lord shiva awesom good clean pollut arround templ mani differ mandir compound sri hanuman ji mahadev shiv ji shri shani dev jinav garhaganesh jisai babaradha krishnaram sita devin place,peaceful
93,94,ChIJlybonfDpwjsRHcErxrYVO3s,awesom shiv ji templ fursungi great place visit templ templ open till 09 pm even till fursungi get citi bu bhekrai hadapsar templ clean big best well maintain templ food facil underground floor templ food servic provid templ 20 rs realli tasti food good visit even morn templ good art marblewhen enter daili templ give spritual vibe near home give lot happi shiv mandir fursungi gaon marbl constructionbig spaciou park avail spend time peac mandir larg tree behind mandir templ complex one favorit shiv templ pune architectur templ phenomen give ancient appearanceth best love templ uniqu shiv shakti linga establish togeth one kind one hardli get notic uniqu pull toward everi love bow shiv shakti linga togeth one gomust visit place die hard shiva follow mast peac templ architectur pretti live swaminarayan templ narhelov vibe peac relax good place visit nice spiritu templ,peaceful
94,95,ChIJY8TCp4G5wjsRQMvlEwkWsLE,small beauti templ one best templ wakad area find mani god like shani bhagwan gurga ji shivl shiv bhagwan sai baba ganesh ji viswakarma ji shri krishna bhrama vishnu mahesh mani rememb pandit ji wife humbl friendli pandit ji also help home puja upload good photo templ conduct festiv celebr rituals(pooja) peac place worship!!! well design hindu templ peac mind felt bless jai shri babosa jai shree babosa,pooja
95,96,ChIJ28Maoky5wjsRo9tYlQQSG3g,one oldest templ know akurdi area transport easi yatra feel posit vibe give 5 star templ situat besid mumbai highway sit area maintain well good peac full templ kul dev kul devi resid nice look great realli admir much nice templ lord khandoba larg space best place seren place,
96,97,ChIJMcGPm_rqwjsRjVV1gcFA8UU,"title: ""spiritu oasi katraj - shree shatrunjay bhaktamar jain mandir""review:i recent privileg visit shree shatrunjay bhaktamar jain mandir katraj experi truli divin moment step onto templ ground felt sens peac tranquilityth architectur beauti mandir breathtak intric carv vibrant color reflect rich jain heritag templ meticul maintain creat seren atmospher enhanc spiritu journeyinsid sanctum exud power energi idol bhagwan adinath truli mesmer priest knowledg approach provid insight signific ritual jain philosophyth spiritu ambianc heighten melodi chant bhajan fill air creat profound sens connect divin medit hall offer quiet space introspect contemplationth templ staff courteou help ensur smooth enrich visit addit surround garden pathway add overal charm templ complexwheth devout follow jainism simpli seek place seren shree shatrunjay bhaktamar jain mandir katraj must-visit sanctuari leav last impress offer perfect blend architectur beauti spiritu enlighten cultur rich one oldest templ (tirth) pune tirth replica maha tirth shatrunjaya tirth shatrunjaya sacr place jainsshatrunjaya shetrunjaya (""place victori inner enemies"") origin pundarikgiri) hill locat citi palitana bhavnagar district gujarat india situat bank shetrunji river elev 164 feet (50 m) sea level hill similar hill jain templ built bihar gwalior mount abu girnar templ alway pleasant today captur mesmeris moment can’t express wordsth click say all🫶 nice jain accomm & jain foodand grate jain templ pune citi nice teerth calm quiet bhojan shala good food qualiti room stay cheap rate liter hidden gem katraj recent visit shree shatrunjay bhaktamar jain templ pune truli wonder experi templ peac seren perfect place escap hustl bustl everyday life highlight templ ancient god idol 500 year old incred think histori signific beauti idolth architectur templ absolut stun everi inch templ craft intric detail use vibrant color realli make space come aliv walk around templ could feel presenc divin power humbl experienceoveral highli recommend visit shree shatrunjay bhaktamar jain templ great place find peac reflect connect spiritu templ true gem pune can't wait visit again! seren beauti place place medit pray love meal stay place leav everyth behind discov yourselfthi jain worship place construct beauti well organis manag small room larg room avail simpl livingit' beauti morn sunsetjust sit highway easi find","peaceful, tirth, meditation, rooms, religious place, environment, architecture, holy place, gem, blessed"
97,98,ChIJs-4OVnnAwjsRMHa4D2VblYI,good shiv mandir calm place spiritu lord shiva templ,
98,99,ChIJZ-pzTWXAwjsRD-S8PCvW-C0,seren lord shiva templ provid welcom escap bustl everyday life peac atmospher invit quiet reflect prayer specif temple' architectur histori may unknown offer beauti place connect spirituality(recommended) histor place one oldest shiv templ pune must visit nice place visit om namah shivay awesom environ beauti templ besid beach great cleanli one famou lord shiva templ konkan also known south kashi ancient templ well maintain scenic templ kokan one lord shiva' templ time peshwa,"lord shiva, beach"
99,100,ChIJo8P5l7nqwjsR7URQHw9P8Qg,nice food god shiva place templ शंकराचे हे मंदिर नवीन बांधलेले आसून शंकराची पिंड सुबक आहे मंदिरा मध्ये मोकळा स्पेस भरपूर आहे तेथे बसल्यावर एक आत्मिक समाधान आणि शांतता मिळते पार्किंग साठी कॉमन जागा उपलब्ध आहे रोड च्या बाजूला 2 व 4 चाकी गाड्या आपण येथे थोड्या वेळा साठी पार्क करू शकता दौलतेश्वर आपल्या इच्छा-आकांक्षा पुर्ण करणारानिवांत त्याच्या समोर आपले गा-हाणे मांडण्याची मंदिरातील जागाप्रसन्न मंदिर परिसर har har mahadev shivay,
